Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
-519.84,-534.22,883.03,-188.62,-421.12,808.15,556.16,-985.95,488.39,607.74,148.23,-252.72,-478.66,-919.74,-816.55,808.75,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
690.74,640.40,-434.59,-441.76,656.44,-799.82,185.66,721.01,-278.55,346.22,-986.69,-783.63,-751.29,-286.10,-877.11,-447.78,1
412.48,429.14,498.17,-912.12,40.03,571.04,768.27,-551.96,-783.59,981.17,469.94,-480.80,-229.20,-653.98,-241.52,-868.40,1
-411.82,-526.40,-76.83,-472.38,-798.47,-323.25,671.45,957.80,-876.74,-187.08,-857.37,933.68,336.27,-911.26,760.74,301.50,1
469.67,385.16,870.92,-280.43,515.61,-326.04,-356.65,-979.68,-130.04,0.34,-286.38,-478.03,-457.22,-817.55,-355.23,817.97,0
528.58,516.77,-637.97,693.44,433.35,-115.28,-460.08,-834.57,164.54,427.16,-785.50,-559.88,-283.29,615.09,71.13,-560.71,1
-625.74,-379.94,-2.30,-45.44,-834.51,47.88,-522.56,-166.42,-12.02,286.40,-256.51,465.47,-202.16,86.29,-780.93,152.32,1
269.69,441.62,-846.66,245.68,892.29,-535.03,352.27,-460.91,-874.48,0.60,947.94,530.97,197.30,741.91,944.24,601.50,1
-598.78,-579.35,785.00,-364.09,-384.43,-248.56,752.52,-15.54,470.85,900.45,-776.76,-153.78,-11.33,960.07,332.53,-103.82,1
-533.32,-605.51,270.59,-325.14,-304.66,-614.75,465.55,-745.37,-124.13,-970.16,302.98,-819.86,-141.05,945.62,379.03,-990.19,0
438.92,352.93,211.12,157.45,46.85,26.72,417.31,-83.18,875.11,-743.18,195.42,909.77,-307.65,-443.46,672.87,904.73,1
513.29,718.95,237.74,673.19,157.71,467.86,994.56,-813.36,-763.11,-679.07,54.33,-634.41,-132.27,194.23,-547.92,431.99,1
531.48,480.10,-421.88,-506.71,524.54,366.84,-584.52,-322.89,-762.49,-920.53,591.56,340.89,57.46,-609.52,-757.19,627.78,0
507.54,396.06,563.84,922.10,-382.97,-281.24,859.83,-466.70,521.75,445.93,789.29,898.26,437.59,957.19,-506.48,-13.27,1
616.71,600.22,495.83,422.42,217.33,-137.59,688.51,90.89,-882.60,715.10,60.61,-577.58,92.28,-599.41,306.39,189.79,1
612.12,497.43,182.28,-258.03,-795.14,-660.28,329.87,546.63,798.01,109.18,-597.82,560.78,-702.05,534.31,-722.42,-592.95,0
508.12,630.52,396.16,455.54,-382.47,779.36,-607.32,-787.36,86.65,202.85,-478.51,-689.14,997.52,576.78,-118.01,-496.98,1
-451.94,-539.48,-38.22,-919.71,429.87,-473.23,909.67,658.14,408.70,845.68,-489.17,529.61,967.22,624.27,-159.71,623.60,0
540.02,520.88,832.24,-48.59,922.78,985.22,895.13,148.40,859.72,-281.06,890.71,394.34,277.95,-116.66,-805.36,879.91,1
510.83,624.93,891.80,-631.43,-958.37,358.84,348.34,-910.55,683.81,759.50,165.83,-703.47,0.36,-858.66,105.45,-885.54,1
372.13,342.34,-245.47,-931.59,-637.90,869.98,-632.52,143.29,456.08,-423.34,-653.89,-635.19,836.64,788.82,647.69,404.76,1
-453.24,-408.89,127.93,198.50,-797.26,-448.47,-186.43,876.75,-658.63,479.64,383.02,-584.20,-677.40,980.36,-134.14,606.37,1
-437.50,-667.31,-218.98,750.50,-417.92,-822.27,903.00,-457.56,-566.18,710.47,-751.71,16.76,-223.26,-447.66,-829.63,-122.04,1
-596.99,-586.50,571.96,188.91,610.73,-86.35,616.76,-796.76,894.37,32.96,-328.86,-43.79,832.59,91.40,512.00,854.78,1
571.61,429.65,915.26,113.25,-653.61,512.46,611.72,-293.71,957.48,-97.95,550.68,970.16,970.88,664.99,-130.95,-328.32,1
625.84,723.21,-571.59,-791.52,708.57,-910.71,208.28,888.65,-158.11,960.11,-823.39,93.08,320.06,212.94,-280.49,-231.11,1
313.63,359.49,528.06,250.04,221.85,-435.54,707.24,277.62,-58.62,-576.71,-454.67,-431.83,-976.91,-325.58,944.60,-988.39,1
-440.61,-371.25,14.31,602.58,667.59,-84.28,-319.66,-456.11,629.58,527.25,976.76,-460.43,999.16,-976.89,-227.00,-452.01,1
-547.31,-572.24,733.66,655.61,53.80,5.34,-763.42,110.50,146.18,-855.09,-363.92,-340.37,964.71,334.51,-885.39,-980.04,0
552.27,376.20,-362.01,911.64,507.07,578.09,417.60,-863.81,-405.89,86.30,-980.42,-111.06,-3.44,-655.49,-86.73,-327.34,0
-427.88,-456.39,901.16,140.32,-231.77,-673.81,361.04,-411.07,-489.62,-256.86,49.13,23.48,-283.33,680.33,-606.02,-727.63,0
-512.39,-295.40,281.55,-596.79,-111.46,-954.67,947.91,242.42,-749.37,904.74,-339.77,-598.85,-73.38,-903.50,-45.88,93.90,0
500.26,379.04,-666.29,881.26,-177.03,-719.20,54.71,684.61,-10.34,434.05,539.96,-262.31,585.49,-927.42,-427.28,673.81,1
-314.27,-560.27,-603.95,-313.67,-694.33,713.23,-622.20,91.36,922.71,-526.68,-366.66,192.28,198.97,-37.79,-649.10,542.70,0
-617.22,-621.50,-461.59,677.33,-80.92,893.81,-638.45,-408.08,-755.03,-898.04,217.13,809.63,285.32,608.67,405.53,-843.87,1
-326.00,-342.77,412.20,75.60,-145.53,936.51,-13.07,-322.58,198.25,374.76,555.83,-67.48,-566.45,-411.30,-367.59,475.42,0
-610.08,-441.35,-33.44,-336.38,497.55,258.33,451.27,484.78,947.10,-144.70,686.49,-914.94,364.48,-633.48,-284.15,-486.44,1
-345.27,-600.64,705.71,329.17,-723.48,-295.54,250.48,-567.24,-159.33,786.80,337.00,60.58,-948.02,581.44,-696.56,808.09,1
286.11,564.67,-575.80,819.04,-147.57,-382.42,-255.60,255.00,527.55,-81.42,-259.26,-912.24,-245.07,-882.02,344.86,414.24,0
483.42,558.19,212.56,-139.68,-898.73,166.26,68.43,141.94,243.10,131.26,-91.61,225.24,91.32,343.98,-519.90,-973.63,1
642.29,642.04,699.19,873.71,-606.04,-298.73,430.56,880.36,-184.08,874.10,989.02,695.91,804.80,-245.30,-513.68,-669.21,1
351.35,374.40,669.79,923.32,140.87,-639.33,-53.37,-44.36,-191.17,213.80,584.84,-183.27,-154.62,636.20,-664.80,-874.00,1
-433.23,-714.42,571.83,230.12,-879.43,-401.40,825.73,942.02,-793.29,448.04,-69.60,61.55,837.55,-969.54,132.86,-460.82,0
473.31,488.06,667.44,592.86,845.30,-696.03,-300.65,-616.75,137.70,346.17,-972.55,533.13,627.99,602.81,261.67,315.60,0
-382.44,-423.22,-809.21,-485.29,491.06,178.76,744.78,674.79,-443.09,-90.81,-768.89,187.55,-247.18,257.07,-28.42,891.15,0
440.63,325.44,407.27,817.51,70.59,874.96,297.17,-50.75,480.22,790.44,466.89,-434.80,-76.26,-330.78,415.41,920.52,1
508.75,383.94,868.10,730.39,907.14,714.70,-274.74,548.42,-784.76,-75.32,128.62,-325.26,700.34,825.40,497.15,-597.31,1
408.93,472.06,252.92,-190.35,651.63,315.95,-944.59,-110.74,232.10,656.33,462.56,-870.28,447.51,-150.46,307.64,847.56,0
487.79,429.73,395.77,-875.08,-334.17,-747.81,-150.86,957.39,-400.89,203.36,-336.55,-292.79,461.05,-120.48,781.60,-262.93,1
699.44,522.21,451.25,-163.07,459.71,705.83,-978.22,650.30,-60.54,-705.51,-874.54,655.03,361.41,-157.86,-47.46,571.91,0
599.65,331.37,-36.11,708.19,-413.43,-691.27,579.79,-740.33,-906.87,464.61,961.67,-357.47,131.60,501.04,-921.26,-231.66,0
599.51,613.13,830.16,-754.97,512.23,109.34,-844.15,410.07,464.59,208.78,-361.65,-283.94,349.48,-800.69,39.48,249.28,1
479.68,479.81,359.86,-42.28,597.05,-502.33,-322.76,954.04,564.01,-613.01,46.11,502.39,838.14,441.47,-891.60,-113.99,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-358.68,-523.44,-491.58,799.21,-240.07,-458.69,672.53,-451.16,308.07,409.44,-948.08,-500.53,1.10,592.01,261.81,414.55,0
-493.08,-482.71,166.39,-557.08,-251.32,403.21,-64.65,558.09,-883.53,-963.85,-26.98,-722.48,-386.86,978.21,-575.59,-149.97,1
-541.15,-386.22,389.50,-313.49,594.37,-700.37,628.53,254.92,-301.84,671.78,-844.72,-239.56,-441.78,286.64,-511.77,-762.81,1
628.01,501.64,242.65,254.58,-603.69,336.18,-341.91,703.92,956.36,-844.46,970.90,-261.96,-196.53,815.26,311.22,0.25,1
-429.57,-320.76,447.50,184.64,-313.54,-635.21,40.56,-317.10,830.58,328.41,-256.10,-686.61,-904.21,-415.90,766.59,154.42,0
538.79,286.97,340.80,447.05,-742.80,708.27,345.06,944.59,-225.89,889.22,724.59,29.19,-823.63,-613.28,-77.92,380.14,1
-458.94,-455.97,-744.69,-245.09,-488.03,-878.09,-216.15,348.44,47.90,54.61,213.37,707.54,-456.74,591.37,268.37,-778.78,0
446.00,678.74,-673.68,-282.52,-248.95,43.49,454.06,-36.94,-199.85,-400.13,195.26,787.70,-500.56,-477.74,225.62,-215.89,1
-552.43,-571.75,122.50,498.29,-35.36,-68.15,786.32,973.24,-866.74,683.46,929.63,272.70,-608.71,-357.62,-731.33,-318.31,1
563.89,620.59,-439.64,688.83,-103.08,-483.89,-415.37,690.16,-475.24,-381.20,-238.26,569.34,199.86,-143.59,504.56,820.50,1
-705.94,-688.53,-859.75,148.49,236.12,712.98,837.35,-733.80,-702.16,318.07,-166.55,-395.75,-941.28,-752.65,368.60,-373.09,0
-466.41,-497.28,404.58,-92.94,305.20,575.44,-214.50,751.40,-713.24,792.52,-94.52,37.80,-138.25,-471.41,173.95,-759.27,1
-515.63,-571.63,-86.07,114.83,-499.24,557.14,-1.10,-178.78,-983.55,-450.87,-318.58,861.22,354.69,593.18,401.74,-151.47,1
-350.45,-624.64,997.49,10.34,551.91,-99.58,-458.06,-710.69,-313.29,960.60,-896.27,992.57,-227.15,-896.35,-353.59,-935.83,1
578.29,422.03,714.99,-156.77,325.72,-431.31,340.23,-400.56,-458.19,-307.92,-528.59,523.10,699.63,-947.12,-433.21,-281.39,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-417.45,-521.48,-4.30,521.27,-776.92,437.09,-596.85,-444.32,-176.47,-767.87,-426.26,607.06,-647.36,-684.57,-809.17,110.76,1
-479.05,-602.63,474.38,-402.03,395.62,-219.84,947.43,270.23,-749.04,-733.25,128.11,413.32,-303.64,724.41,560.52,-188.03,1
-656.83,-592.83,976.72,-124.81,557.23,867.01,429.73,-191.15,-879.36,-430.43,19.66,232.46,117.93,307.40,-706.34,-112.83,1
-443.01,-386.40,115.10,127.99,-552.23,891.95,-492.57,921.08,901.65,38.52,-404.53,-229.98,-138.28,-682.23,-288.69,110.97,1
445.56,448.42,882.00,414.78,672.01,318.62,941.93,-234.90,-510.34,818.52,536.43,442.19,818.02,-395.62,-331.91,-759.38,0
-530.78,-554.51,-16.48,932.43,293.88,854.55,-670.36,-458.92,512.67,-230.49,495.62,-974.26,-254.92,122.69,-694.70,-517.05,1
464.61,535.09,-736.60,-831.43,-932.32,567.67,-616.00,743.58,954.49,593.20,30.63,-467.76,-611.63,-239.23,-481.26,-660.09,1
538.80,273.27,926.95,-34.91,-328.33,541.66,-175.40,604.73,-569.41,-337.50,-198.72,-33.58,-977.23,-450.12,187.36,-830.62,1
570.00,323.56,-198.75,-612.60,-388.84,-990.08,-435.14,-509.55,-750.67,120.15,-459.37,943.34,844.25,787.49,-76.56,-761.80,0
-530.19,-486.98,917.45,173.83,-732.44,909.14,226.60,-77.07,-44.65,734.09,566.26,92.16,-255.37,-626.69,406.57,-321.67,1
553.76,457.65,-641.53,-625.78,-149.29,-451.92,-839.82,-720.23,-450.81,164.64,-399.02,211.02,616.19,-333.19,715.41,-799.51,1
-615.23,-607.44,-923.09,266.48,544.23,566.08,889.96,-156.09,-88.15,-654.07,-140.32,132.21,457.17,-361.96,80.96,-745.47,1
550.69,484.08,353.36,429.05,-66.68,-131.04,514.08,398.50,872.75,997.28,392.83,496.81,489.44,960.22,-397.96,754.24,1
582.99,648.65,-286.43,593.11,-500.54,298.80,810.11,741.55,350.31,-225.94,-555.83,608.15,256.64,-985.43,235.76,977.05,1
502.96,595.98,576.26,-680.03,-529.20,-427.72,-338.06,-327.80,908.34,-429.54,486.74,512.48,-831.04,212.81,-545.57,-966.63,1
433.71,562.04,-458.10,201.74,-475.38,52.81,73.23,-771.48,131.59,-553.08,-740.97,-165.39,-66.85,54.37,-502.80,265.18,0
391.16,434.32,-699.26,698.86,-933.75,-986.51,274.55,-591.95,904.25,-660.19,-421.63,431.82,48.42,663.70,677.24,426.88,0
342.27,730.29,886.67,-807.86,-947.48,-881.12,747.65,-792.97,707.85,841.82,-28.06,-226.46,-301.03,-285.78,-664.94,-938.73,1
-520.61,-423.24,746.13,727.77,845.83,-394.70,374.39,726.00,523.61,-327.64,-498.59,-973.30,-296.98,892.44,-642.64,-163.13,1
-560.60,-647.94,-930.38,-763.48,991.78,-48.41,229.41,-420.97,371.92,38.33,-535.42,701.18,655.81,693.76,-685.31,-796.32,1
-472.57,-435.20,-994.31,201.73,644.21,-784.00,-487.78,-511.63,412.63,-965.24,-507.26,-285.64,-261.24,321.49,571.43,-915.71,0
367.43,438.19,149.46,-376.51,170.55,-814.65,655.49,-539.35,350.56,539.23,682.31,532.11,222.83,-441.73,86.69,315.93,0
-525.15,-440.60,956.95,438.78,891.41,533.87,284.03,272.06,-765.08,943.25,28.06,-54.02,-40.57,210.92,11.66,-519.45,1
-595.19,-534.68,-854.38,731.29,-552.08,-877.15,-156.44,937.01,-738.45,-555.94,965.42,42.73,204.93,-854.96,-225.07,-318.79,0
-585.05,-444.55,-359.58,-948.88,-392.79,427.56,410.96,-242.80,-911.58,581.18,-149.74,28.13,118.90,-930.00,114.89,674.33,1
675.51,592.88,-972.65,-166.66,-144.02,-684.14,-635.25,507.83,371.62,338.63,-791.55,-268.34,446.17,-522.28,531.74,824.55,0
616.36,657.44,644.00,-500.87,93.13,957.62,-479.36,-622.44,438.91,105.76,-967.67,89.51,779.06,409.84,-743.85,881.87,0
-472.59,-439.91,224.73,505.96,-187.92,722.86,803.59,-930.66,-194.12,969.44,-205.75,-202.91,266.36,9.05,-195.19,756.79,0
729.74,365.03,618.76,-956.92,221.87,-249.96,765.92,-686.01,460.63,-999.48,-39.40,-972.01,52.83,-33.97,-112.30,252.26,0
-545.87,-682.32,206.33,253.47,-542.44,123.32,17.94,-457.10,220.23,893.87,-190.98,-635.89,-308.92,-328.03,317.36,260.78,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-587.60,-456.15,272.24,-854.58,114.72,476.02,928.60,592.12,-251.79,-41.22,-696.45,827.66,421.83,-615.81,603.86,595.47,0
494.78,430.17,-107.56,-359.37,-298.17,915.93,-224.21,-589.27,-718.39,675.66,-665.72,-139.38,-746.40,-878.24,408.71,844.71,1
-571.01,-619.39,-414.49,-436.34,-392.40,-274.09,966.14,-789.21,-996.31,-665.20,-599.21,789.59,-133.25,806.45,634.96,-560.17,0
427.80,579.71,218.23,798.63,40.58,837.15,-179.88,881.50,-585.19,111.93,-972.30,-607.41,843.73,424.93,694.90,549.99,1
626.78,467.67,925.53,316.21,-517.77,-833.23,-514.71,-761.78,-266.73,-775.20,-195.22,-844.27,-888.74,-768.07,-86.14,-222.87,0
-629.53,-506.47,-529.27,-332.15,-858.92,-980.16,-175.23,732.70,-542.46,-28.37,554.58,654.33,-528.85,-727.88,-629.02,-353.08,1
-548.32,-503.38,-186.49,182.80,170.03,-799.81,-483.67,1.41,-221.79,882.79,344.12,874.01,-256.24,952.20,-962.12,29.69,0
-478.54,-562.49,-542.71,261.30,258.34,412.45,-819.97,744.59,-72.47,250.42,699.26,350.59,540.75,936.56,640.61,-248.78,1
600.08,489.67,25.04,-499.73,525.12,-113.86,170.25,-305.68,-401.43,491.89,-338.52,502.41,131.05,-269.63,726.39,309.40,0
362.65,465.01,-803.88,575.72,-597.68,-354.08,-163.88,-674.23,-492.34,751.64,57.50,-877.96,884.33,-341.21,582.30,324.50,1
374.21,489.35,-347.17,798.89,80.67,-440.49,660.12,-263.68,244.12,360.45,166.52,-216.55,893.96,873.42,-278.68,-651.34,0
503.66,582.74,-682.61,843.53,968.22,655.12,792.48,957.45,-981.17,-174.85,469.37,-342.57,802.51,873.89,-313.28,539.75,1
-613.05,-602.96,-594.29,132.91,-534.07,582.38,139.94,218.10,-120.35,-980.33,-854.57,-171.54,-383.38,230.65,-218.56,494.75,1
607.27,574.20,-164.25,803.04,-214.18,966.55,783.37,-204.35,-824.63,809.58,-526.66,-237.84,209.87,-754.71,159.66,453.26,1
-304.93,-408.73,-566.61,526.84,965.78,368.00,649.54,-478.03,892.37,790.34,139.41,54.28,489.52,326.47,-183.53,-483.25,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
380.57,699.05,11.81,-111.19,-126.62,-245.68,-950.61,255.47,541.13,-778.24,-905.42,957.73,-739.81,-728.44,-77.12,729.87,1
-695.23,-671.40,-608.55,-276.71,-943.75,-959.72,-150.56,428.24,-88.13,354.62,-436.16,101.41,2.70,-708.12,-634.37,-450.62,1
482.80,526.80,-213.54,364.27,-528.41,-132.09,203.90,-953.29,-266.29,101.97,195.44,87.58,-356.67,-681.05,-419.46,873.08,0
493.75,537.99,557.76,-162.44,-114.28,-149.24,-952.90,-683.08,56.51,774.95,-344.47,701.47,-705.26,-288.74,-364.51,-578.99,1
-408.98,-486.24,299.37,-237.95,-338.41,760.50,764.79,-317.39,-530.42,621.05,-669.04,513.71,273.97,224.14,589.51,140.85,1
396.24,539.33,-821.74,-471.44,952.25,-145.05,-903.32,946.89,176.73,468.80,-453.33,902.51,-470.91,96.68,358.56,-955.55,1
-341.70,-603.99,-844.20,973.37,508.10,964.92,349.48,430.06,250.20,-166.72,-617.03,-791.95,-974.32,863.71,131.83,-268.82,1
562.63,379.61,-531.55,154.64,-101.15,-138.50,-374.80,631.21,-278.03,-603.01,-696.00,-291.08,-353.60,939.27,90.09,366.46,0
-410.36,-559.97,-537.04,-777.97,13.84,265.82,965.00,425.85,-123.62,734.29,582.91,-793.71,-224.19,-628.34,-861.34,78.56,1
567.03,609.53,-313.71,-209.06,531.75,-867.34,790.21,688.42,888.92,703.94,-888.44,877.87,-841.83,794.13,221.60,-825.89,1
-510.69,-587.90,502.58,177.82,-105.03,486.58,-933.70,982.24,-912.88,119.42,-164.62,-594.57,-653.22,896.78,205.41,625.37,0
408.46,443.57,-280.19,-211.99,814.26,-407.95,-372.34,231.87,-190.98,-128.54,-157.12,428.99,930.86,30.95,-404.86,314.22,1
-665.17,-467.49,-994.93,-691.06,-560.79,-530.98,-130.97,466.31,713.30,-325.88,-360.29,-367.88,-790.88,372.50,707.88,-699.92,0
-533.91,-418.33,190.77,669.52,-987.14,31.64,-996.07,532.33,842.49,-142.24,178.12,-513.85,427.06,303.12,-569.80,-878.83,1
357.29,398.31,767.16,298.68,-985.68,223.40,-584.83,238.99,-457.76,-234.04,-384.27,-843.98,-292.62,636.17,-764.53,510.90,1
433.46,538.04,-881.60,835.03,-818.63,-76.74,-114.04,-162.34,-82.54,-732.79,65.87,-488.60,-673.84,947.86,-739.97,-131.00,1
449.24,645.00,303.21,-436.58,-50.16,234.61,-888.44,-109.83,-29.01,371.81,-85.83,258.53,-764.84,645.98,-823.09,-481.33,1
-455.90,-553.41,792.49,826.04,981.08,241.98,-559.03,-97.75,-545.19,-861.30,740.20,-328.03,-58.53,556.66,217.70,716.50,1
669.20,468.74,-322.47,-193.00,-653.67,521.03,605.56,503.92,-345.19,880.75,-33.39,-135.77,816.96,-551.17,-405.82,-484.21,1
441.68,433.78,-268.62,-402.10,376.65,-366.31,150.79,-561.23,137.69,-640.75,958.46,795.51,-49.42,-595.94,195.67,-756.52,0
-431.29,-361.75,216.74,731.73,-830.62,-616.97,295.61,-794.09,610.95,-629.23,-50.58,891.78,-324.44,-92.62,427.52,-98.42,1
-428.07,-334.31,171.87,738.32,281.45,-973.57,-570.60,870.40,174.63,954.19,262.02,810.60,481.66,-174.25,638.21,-889.67,1
516.34,538.61,-523.01,913.30,407.38,351.62,950.43,574.32,288.98,-451.39,-629.26,-902.86,266.10,-677.14,439.28,271.96,1
-554.10,-644.00,-398.35,-192.54,436.69,24.98,-585.38,358.87,-439.20,-402.39,-722.36,539.81,53.39,929.86,-540.03,750.02,1
-463.62,-486.21,91.92,26.74,478.10,-86.93,-865.43,-469.28,-892.61,832.25,-392.58,-141.59,-425.03,-557.76,-718.12,-739.62,1
547.72,333.51,888.01,-753.53,-506.05,512.47,821.08,913.00,371.07,528.82,-140.02,767.62,-642.09,-968.30,672.05,-640.01,1
-611.06,-609.11,-650.79,-758.89,937.16,186.58,863.85,-342.65,-358.27,217.81,-906.70,-159.24,-34.97,-538.29,817.64,-170.70,1
-630.39,-597.94,-920.53,-13.60,-481.70,-8.34,522.43,743.01,-588.75,632.80,362.55,898.58,635.41,566.45,-734.31,-0.99,0
527.99,520.53,152.59,-102.33,-714.88,-771.26,887.50,-252.37,-54.81,-947.94,300.90,979.79,167.68,-382.46,980.17,393.54,1
407.83,337.84,700.79,-162.86,-66.76,-401.76,-38.87,877.58,76.71,-258.72,523.10,950.60,79.11,-720.14,-158.72,534.86,1
432.85,429.35,120.35,-455.99,-447.21,-204.87,568.98,-792.95,116.07,212.29,680.12,-518.47,212.11,181.14,573.36,-928.71,0
-392.85,-504.79,-884.76,-891.89,66.51,581.13,-978.20,427.17,126.04,-510.41,-226.66,292.63,295.92,-115.55,-37.44,555.32,0
416.37,374.18,670.56,610.92,-785.98,275.01,927.48,58.45,-48.14,-305.22,-317.42,680.14,-382.75,-840.19,-172.24,198.69,1
307.56,540.05,-283.65,161.87,96.89,222.09,162.11,-425.21,-47.59,-645.89,-957.43,-327.18,155.89,-509.66,367.65,-498.63,0
-399.06,-560.26,-910.88,836.80,-463.81,-845.86,-888.77,-104.34,-424.66,653.38,-405.85,141.75,492.61,-43.86,-563.87,-958.91,1
-551.60,-521.86,992.41,-414.07,-543.76,942.30,-320.01,-904.02,688.77,315.25,143.50,-460.58,568.04,479.48,-144.47,-137.25,1
573.67,669.60,708.59,22.83,275.89,-782.48,979.51,785.48,540.83,-580.09,927.79,34.80,-718.33,300.50,-669.67,323.49,0
-587.65,-532.10,685.84,686.59,817.21,-589.98,-258.09,263.80,105.33,904.94,-814.28,342.40,344.54,-469.75,-579.13,93.67,0
331.96,343.22,-830.44,-266.52,-822.57,-706.79,-217.18,-597.90,-376.59,540.10,-772.26,218.30,-382.04,538.91,-953.37,-462.48,1
-358.57,-433.24,876.32,0.24,-952.27,-566.07,-550.41,363.67,702.69,986.88,-919.72,-458.48,-755.06,394.75,-427.42,-233.43,1
-527.27,-617.79,200.04,-974.55,898.78,70.25,546.32,847.49,101.81,-589.73,605.74,348.59,656.85,-449.24,681.96,491.72,1
-490.52,-617.90,-610.53,4.54,-226.75,-484.65,109.45,-11.13,-726.43,645.49,-163.01,883.66,653.79,484.75,946.35,-646.88,1
-405.98,-495.35,580.82,-712.77,-565.01,-655.74,-0.39,12.49,446.78,143.40,-341.20,-31.84,-161.78,898.95,-311.24,904.44,0
437.37,350.46,813.72,-966.22,-812.37,484.62,829.09,-692.40,699.77,817.34,-816.83,-219.77,605.34,-266.35,-738.67,-286.32,0
-412.17,-301.31,507.19,677.41,-351.60,215.87,65.18,861.36,-178.35,-611.69,-895.06,91.44,952.05,794.48,423.42,-520.14,1
556.59,545.01,-38.01,42.24,912.38,-56.70,643.95,-187.60,961.57,-42.48,782.03,979.13,-599.89,-988.06,642.91,-52.65,0
373.18,439.40,201.00,-19.93,934.91,715.35,334.81,-920.93,762.14,-518.14,954.02,286.58,-400.01,-894.51,-242.89,-894.72,1
594.40,610.49,-955.22,816.95,-411.78,425.04,-804.27,46.92,-243.94,568.98,-204.71,632.64,-682.41,-418.65,776.33,-655.97,1
-356.16,-449.97,-641.01,-883.83,47.57,-952.03,26.68,514.59,-926.76,-318.13,-674.11,405.28,-530.97,-290.61,520.22,-695.87,1
-598.46,-539.03,786.91,210.43,-724.66,235.18,843.28,953.85,-629.96,9.12,121.84,509.36,784.10,69.06,-525.53,-444.42,1
-431.29,-321.15,974.11,-99.73,-589.33,309.59,729.16,316.43,887.91,660.71,471.83,-852.50,-831.87,716.98,503.18,-678.24,1
386.65,412.45,555.20,568.64,-969.82,-32.30,-755.63,-256.84,-947.29,-201.98,398.67,126.12,941.11,-904.76,750.09,289.35,1
-359.27,-491.06,-835.18,-583.68,186.36,-736.46,873.44,-852.47,115.73,179.94,-15.33,659.69,176.11,603.46,-778.73,-647.94,0
564.98,498.27,613.28,925.04,947.96,211.60,-408.10,407.10,-206.68,813.06,608.19,551.66,-168.67,602.47,351.54,270.05,1
-594.27,-403.17,629.86,-426.23,-247.91,148.34,730.50,-582.92,-265.23,907.20,-673.04,521.19,-469.99,680.81,-343.01,47.74,0
-518.59,-587.94,846.70,83.52,495.05,957.39,-748.50,-355.77,155.55,994.59,-600.01,-836.94,-30.45,932.57,-551.91,-575.56,1
654.47,537.04,-249.55,-889.14,-983.84,792.38,-947.69,-566.90,710.67,-506.03,152.39,-358.17,-775.16,-72.73,-756.64,23.34,1
-567.29,-552.67,-946.32,271.43,133.18,-344.77,217.85,140.08,922.68,-573.01,449.24,-576.05,-899.81,190.53,963.53,-126.12,0
-548.76,-564.25,-488.60,622.56,804.02,950.15,-882.12,-356.42,709.30,291.50,-613.15,-51.98,72.99,570.34,-2.22,-722.53,1
530.31,394.21,379.55,432.39,-182.27,344.09,918.81,706.64,-198.65,278.60,353.37,317.22,144.84,929.77,-867.42,792.48,1
467.42,461.41,-0.36,499.95,-143.01,638.17,143.25,-695.13,-274.09,-665.98,-76.45,438.54,-235.11,-80.99,-815.37,-620.64,1
-454.65,-331.63,-875.76,854.88,282.67,396.62,-226.30,37.32,597.64,615.78,783.27,-926.66,-747.14,349.63,735.09,-561.28,0
437.77,444.82,871.13,331.43,249.57,340.60,284.16,-178.15,-16.85,676.90,172.20,769.74,725.12,-128.35,-350.00,959.76,1
-643.47,-500.56,-89.53,335.66,802.12,679.99,-577.24,-80.63,-851.65,-556.91,897.88,-407.19,396.57,-201.38,218.19,338.29,1
-609.07,-706.36,-176.81,-876.72,133.60,526.09,243.61,970.12,792.56,-529.78,-633.74,428.22,-891.84,633.27,-68.23,224.22,1
-624.19,-439.34,996.21,-407.79,-778.01,394.04,-270.30,490.58,419.53,-435.12,585.38,87.29,-162.27,91.51,684.41,30.16,1
212.58,381.47,511.23,-940.42,586.73,738.18,11.07,-6.87,-47.01,892.39,367.37,358.89,433.76,-820.50,179.05,468.43,0
735.81,496.40,-690.67,497.42,-330.29,440.59,625.23,563.92,983.45,-602.38,637.80,730.50,-945.93,569.79,669.39,594.68,1
623.16,457.76,-217.10,836.08,-852.48,-445.71,297.84,-295.95,843.38,225.19,805.88,-833.07,-965.54,-471.40,85.08,197.73,1
500.63,441.68,762.10,684.05,-597.58,-416.88,987.58,-406.17,-478.67,557.20,-976.97,597.49,-950.87,714.50,840.27,860.65,0
